event	time	athlete	year	gender
rasos200	23.46	TakydraROBINSON	1998	F
rasos200	23.46	SvetlanaBODRITSKAYA	1998	F
rasos200	23.46	ShaylaWALLACE	1999	F
rasos200	23.46	MotokaARAI	1999	F
rasos200	23.46	MonicaBUMBESCU	2000	F
rasos200	23.46	OluyemiFAGBAMILA	2002	F
rasos200	23.46	LaTonyaLOCHE	2003	F
rasos200	23.46	MiyaEDMONSON	2004	F
rasos200	23.46	ElizabethWILSON	2004	F
rasos200	23.46	JuanhongZHU	2005	F
rasos200	23.46	MilitzaCASTRO	2006	F
rasos200	23.46	PiaTAJNIKAR	2006	F
rasos200	23.46	JustineBAYIGA	2007	F
rasos200	23.46	JoeyDUCK	2008	F
rasos200	23.46	LamarraCURRIE	2009	F
rasos200	23.46	DalilahMUHAMMAD	2018	F
rasos200	23.46	MarijeVANHUNENSTIJN	2018	F
rasos200	23.46	GeorginaADAM	2018	F
rasos200	23.47	IsabellaKELLERLUSTI	1978	F
rasos200	23.47	BeverleyLANGLEY	1996	F
rasos200	23.47	NicoleGREEN	1996	F
rasos200	23.47	LinettaWILSON	1996	F
rasos200	23.47	ElonaREINALDA	1997	F
rasos200	23.47	ShuChuanCHEN	1997	F
rasos200	23.47	ShannellePORTER	1999	F
rasos200	23.47	VukosavaÐAPIC	1999	F
rasos200	23.47	ToyinOLUPONA	2011	F
rasos200	23.47	IndiraSPENCE	2011	F
rasos200	23.47	KirstenNIEUWENDAM	2012	F
rasos200	23.47	SaraAERTS	2012	F
rasos200	23.47	TiffanyHINES	2012	F
rasos200	23.47	JaninLINDENBERG	2012	F
rasos200	23.47	ImkeVERVAET	2012	F
rasos200	23.47	KaelinROBERTS	2014	F
rasos200	23.47	SantinaWILLIAMS	2015	F
rasos200	23.47	PhumlileSibonakeleNDZINISA	2015	F
rasos200	23.47	AaliyahCRAWFORD	2016	F
rasos200	23.47	TaylorWILLIAMS	2016	F
rasos200	23.47	GabrielleMATTHEWS	2017	F
rasos200	23.47	JavianneOLIVER	2017	F
rasos200	23.47	AnitaHORVAT	2017	F
rasos200	23.47	MicaiahRANSBY	2018	F
rasos200	23.47	BassantHEMIDA	2018	F
rasos200	23.47	OrphéeNEOLA	2018	F
rasos200	23.47	GudbjörgJonaBJARNADOTTIR	2018	F
rasos200	23.47	ChanteTHREETS	2003	F
rasos200	23.47	CristinaSANZFEBRERO	2003	F
rasos200	23.47	LenaUDDARUHN	2005	F
rasos200	23.47	CrystalATTENBOROUGH	2006	F
rasos200	23.47	MonikaIVANOVA	2006	F
rasos200	23.47	NandelleCAMERON	2007	F
rasos200	23.47	JohannaKEDZIERSKI	2007	F
rasos200	23.47	NataliePEARSON	2010	F
rasos200	23.48	ValerieBROWN	2009	F
rasos200	23.48	BarbaraDASILVALEONCIO	2009	F
rasos200	23.48	Tai'SheaREESE	2012	F
rasos200	23.48	AsiaGOODEN	2013	F
rasos200	23.48	JennaPUTERBAUGH	2013	F
rasos200	23.48	ArielJACKSON	2013	F
rasos200	23.48	ShavonneHUSBANDS	2014	F
rasos200	23.48	CarlaTAVARES	2014	F
rasos200	23.48	ChristaniaWILLIAMS	2015	F
rasos200	23.48	BrianaVAUGHN	2015	F
rasos200	23.48	KanikaBECKLES	2015	F
rasos200	23.48	IdamaduduEFEJIRO	2015	F
rasos200	23.48	BriannaFRAZIER	2016	F
rasos200	23.48	ChristineBODNERLASER	1976	F
rasos200	23.48	TeresaNEIGHBORS	1992	F
rasos200	23.48	OlgaPOVTARYOVA	1997	F
rasos200	23.48	GulnaraSAFIULLINA	1997	F
rasos200	23.48	DokjunDOKDUNG	1997	F
rasos200	23.48	LijuanGUO	1997	F
rasos200	23.48	TamikaBROWN	1998	F
rasos200	23.48	OlgaNIKITENKO	1998	F
rasos200	23.48	NatalyaKHRUSHCHELYOVA	1998	F
rasos200	23.48	KeteenaBUGG	1998	F
rasos200	23.48	TonyaCARTER	1999	F
rasos200	23.48	MarinaVASSARMIDOU	1999	F
rasos200	23.48	MarisaRahelaMARKT	1999	F
rasos200	23.48	JoanneDURANT	2000	F
rasos200	23.48	LaQuintaMANAHAN	2000	F
rasos200	23.48	LinglingXU	2000	F
rasos200	23.48	ShernetteHYATTDAVIS	2004	F
rasos200	23.48	KryshaBAYLEY	2004	F
rasos200	23.48	OlgaKUZEKMAYEVA	2004	F
rasos200	23.48	StephanieSMITH	2005	F
rasos200	23.48	TakarakoNAKAMURA	2006	F
rasos200	23.48	ElisabethSLETTUM	2007	F
rasos200	23.48	YingtingZOU	2007	F
rasos200	23.48	MaryWINEBERG	2008	F
rasos200	23.48	LiannKELLMAN	2008	F
rasos200	23.48	CarimaLOUAMI	2008	F
rasos200	23.48	AmyALLCOCK	2017	F
rasos200	23.48	SerenityDOUGLAS	2018	F
rasos200	23.48	KandaceTHOMAS	2018	F
rasos200	23.49	LauraIKAUNIECEADMIDINA	2017	F
rasos200	23.49	PatienceOkonGEORGE	2017	F
rasos200	23.49	HalutieHOR	2018	F
rasos200	23.49	JuannaeLEWIS	2018	F
rasos200	23.49	TetyanaMELNYK	2018	F
rasos200	23.49	LillianBOARD	1968	F
rasos200	23.49	DeneanHOWARDHILL	1988	F
rasos200	23.49	JanaSCHÖNENBERGER	1989	F
rasos200	23.49	JaneFLEMMING	1993	F
rasos200	23.49	NathalieFOKOUAPOLIN	1996	F
rasos200	23.49	SheritaJACKSON	1997	F
rasos200	23.49	OluwaseunADETIBA	2000	F
rasos200	23.49	BenedictaAJIDAU	2001	F
rasos200	23.49	MaryONYEMUWA	2001	F
rasos200	23.49	NicoleDUNCAN	2002	F
rasos200	23.49	LasadiesMCCLAIN	2007	F
rasos200	23.49	LakeciaEALEY	2008	F
rasos200	23.49	MargaretETIM	2010	F
rasos200	23.49	MarharytaSHEVCHUK	2010	F
rasos200	23.49	ValentinaKARNAUKHOVA	2011	F
rasos200	23.49	KadeneVASSELL	2012	F
rasos200	23.49	ChelseaCARRIEREADES	2013	F
rasos200	23.49	OlhaZEMLYAK	2014	F
rasos200	23.49	YelenaAKSYONOVA	2014	F
rasos200	23.49	MartinaAMIDEI	2014	F
rasos200	23.49	DonatellaASEMOTA	2016	F
rasos200	23.49	YasminLouiseWOODRUFF	2016	F
rasos200	23.5	JeanetteBOLDEN	1984	F
rasos200	23.5	OumyDIA	1997	F
rasos200	23.5	DebbieAnnPARRISTHYMES	1998	F
rasos200	23.5	SaidahJONES	1999	F
rasos200	23.5	EvelinaLISENCO	2000	F
rasos200	23.5	LashandraKERSHAW	2010	F
rasos200	23.5	ElinBACKMAN	2010	F
rasos200	23.5	ChaniquaCORINEALDI	2012	F
rasos200	23.5	TaylaCARTER	2014	F
rasos200	23.5	SamanthaCURTIS	2014	F
rasos200	23.5	RavinGILBERT	2015	F
rasos200	23.5	AlineNASCIMENTOTORRES	2015	F
rasos200	23.5	AnaMariaLÓPEZ	2002	F
rasos200	23.5	SheritaKING	2003	F
rasos200	23.5	ShelleneWILLIAMS	2004	F
rasos200	23.5	LiLIU	2005	F
rasos200	23.5	YvetteLEWIS	2006	F
rasos200	23.5	TatyanaCHERNOVA	2007	F
rasos200	23.5	SherrinaLOFTON	2008	F
rasos200	23.5	JennaHARRIS	2008	F
rasos200	23.5	PeytonCHANEY	2016	F
rasos200	23.5	KelliHARDNETT	2016	F
rasos200	23.5	KainaMARTINEZ	2016	F
rasos200	23.5	PernillaNILSSON	2016	F
rasos200	23.5	LeahNUGENT	2017	F
rasos200	23.5	DainaHARPER	2017	F
rasos200	23.5	KendellWILLIAMS	2017	F
rasos200	23.5	JenniferMONTAG	2018	F
rasos100	9.58	UsainBOLT	2009	M
rasos100	9.69	TysonGAY	2009	M
rasos100	9.69	YohanBLAKE	2012	M
rasos100	9.72	AsafaPOWELL	2008	M
rasos100	9.74	JustinGATLIN	2015	M
rasos100	9.76	TrayvonBROMELL	2021	M
rasos100	9.77	FerdinandOMANYALA	2021	M
rasos100	9.78	NestaCARTER	2010	M
rasos100	9.79	MauriceGREENE	1999	M
rasos100	9.79	ChristianCOLEMAN	2018	M
rasos100	9.8	SteveMULLINGS	2011	M
rasos100	9.8	LamontMARCELJACOBS	2021	M
rasos100	9.82	RichardTHOMPSON	2014	M
rasos100	9.83	SuBINGTIAN	2021	M
rasos100	9.83	RonnieBAKER	2021	M
rasos100	9.84	DonovanBAILEY	1996	M
rasos100	9.84	BrunySURIN	1999	M
rasos100	9.84	AkaniSIMBINE	2021	M
rasos100	9.84	FredKERLEY	2021	M
rasos100	9.85	LeroyBURRELL	1994	M
rasos100	9.85	OlusojiAdetokunboFASUBA	2006	M
rasos100	9.85	MichaelRODGERS	2011	M
rasos100	9.85	MarvinBRACY	2021	M
rasos100	9.86	CarlLEWIS	1991	M
rasos100	9.86	FrankFREDERICKS	1996	M
rasos100	9.86	AtoBOLDON	1998	M
rasos100	9.86	FrancisOBIKWELU	2004	M
rasos100	9.86	KestonBLEDMAN	2012	M
rasos100	9.86	JimmyVICAUT	2015	M
rasos100	9.86	MichaelNORMAN	2020	M
rasos100	9.87	LinfordCHRISTIE	1993	M
rasos100	9.87	ObadeleTHOMPSON	1998	M
rasos100	9.88	ShawnCRAWFORD	2004	M
rasos100	9.88	WalterDIX	2010	M
rasos100	9.88	RyanBAILEY	2010	M
rasos100	9.88	MichaelFRATER	2011	M
rasos100	9.88	NoahLYLES	2018	M
rasos100	9.89	TravisPADGETT	2008	M
rasos100	9.89	DarvisPATTON	2008	M
rasos100	9.89	NgonidzasheMAKUSHA	2011	M
rasos100	9.89	IsiahYOUNG	2021	M
rasos100	9.89	KennethBEDNAREK	2021	M
rasos100	9.89	AndreDEGRASSE	2021	M
rasos100	9.9	NickelASHMEADE	2013	M
rasos100	9.91	DennisMITCHELL	1996	M
rasos100	9.91	LeonardSCOTT	2006	M
rasos100	9.91	DerrickATKINS	2007	M
rasos100	9.91	DanielBAILEY	2009	M
rasos100	9.91	ChurandyMARTINA	2012	M
rasos100	9.91	JamesDASAOLU	2013	M
rasos100	9.91	FemiOGUNODE	2015	M
rasos100	9.91	JulianFORTE	2017	M
rasos100	9.91	ZharnelHUGHES	2018	M
rasos100	9.91	BingtianSU	2018	M
rasos100	9.91	MicahWILLIAMS	2021	M
rasos100	9.92	AndreCASON	1993	M
rasos100	9.92	JonDRUMMOND	1997	M
rasos100	9.92	TimMONTGOMERY	1997	M
rasos100	9.92	SeunOGUNKOYA	1998	M
rasos100	9.92	TimHARDEN	1999	M
rasos100	9.92	ChristopheLEMAITRE	2011	M
rasos100	9.92	KemarBAILEYCOLE	2015	M
rasos100	9.92	JakAliHARVEY	2016	M
rasos100	9.93	CalvinSMITH	1983	M
rasos100	9.93	MichaelMARSH	1992	M
rasos100	9.93	PatrickJOHNSON	2003	M
rasos100	9.93	IvoryWILLIAMS	2009	M
rasos100	9.93	KemarleyBROWN	2014	M
rasos100	9.93	ClaytonVAUGHN	2015	M
rasos100	9.93	KimCOLLINS	2016	M
rasos100	9.93	CameronBURRELL	2017	M
rasos100	9.93	ChristopherBELCHER	2017	M
rasos100	9.94	DavidsonEZINWA	1994	M
rasos100	9.94	BernardWILLIAMS	2001	M
rasos100	9.94	DiondreBATSON	2015	M
rasos100	9.94	AndrewFISHER	2015	M
rasos100	9.94	AmeerWEBB	2016	M
rasos100	9.94	WaydeVANNIEKERK	2017	M
rasos100	9.94	ArthurCISSÉ	2018	M
rasos100	9.94	ReecePRESCOD	2018	M
rasos100	9.94	Jo'VaughnMARTIN	2021	M
rasos100	9.94	GiftLEOTLELA	2021	M
rasos100	9.95	JimHINES	1968	M
rasos100	9.95	BenJOHNSON	1986	M
rasos100	9.95	OlapadeADENIKEN	1994	M
rasos100	9.95	VincentHENDERSON	1998	M
rasos100	9.95	JoshuaJJOHNSON	2002	M
rasos100	9.95	DejiALIU	2003	M
rasos100	9.95	JohnCAPEL	2004	M
rasos100	9.95	RodneyMARTIN	2008	M
rasos100	9.95	TrellKIMMONS	2010	M
rasos100	9.95	MarioFORSYTHE	2010	M
rasos100	9.95	KemarHYMAN	2012	M
rasos100	9.95	ThandoROTO	2017	M
rasos100	9.95	RyotaYAMAGATA	2021	M
rasos100	9.96	MelLATTANY	1984	M
rasos100	9.96	RaymondSTEWART	1991	M
rasos100	9.96	KareemSTREETETHOMPSON	1997	M
rasos100	9.96	MarcBURNS	2005	M
rasos100	9.96	WallaceSPEARMON	2007	M
rasos100	9.96	HarryADAMS	2012	M
rasos100	9.96	DentariusLOCKE	2013	M
rasos100	9.96	ChijinduUJAH	2014	M
rasos100	9.96	QuentinBUTLER	2015	M
rasos100	9.96	SenojJayGIVANS	2016	M
rasos100	9.96	AaronBROWN	2016	M
rasos100	9.96	JoelFEARON	2016	M
rasos100	9.96	BenYoussefMEITÉ	2016	M
rasos100	9.96	TyquendoTRACEY	2018	M
rasos100	9.97	DwainCHAMBERS	1999	M
rasos100	9.97	UchennaEMEDOLU	2003	M
rasos100	9.97	RakieemSALAAM	2011	M
rasos100	9.97	AdamGEMILI	2015	M
rasos100	9.97	HenricoBRUINTJIES	2015	M
rasos100	9.97	RamilGULIYEV	2017	M
rasos100	9.97	JaylenBACON	2018	M
rasos100	9.97	ZhenyeXIE	2018	M
rasos100	9.97	BarakatALHARTHI	2018	M
rasos100	9.97	BenjaminAZAMATI-KWAKU	2021	M
rasos100	9.97	KyreeKING	2021	M
rasos100	9.98	SilvioLEONARD	1977	M
rasos100	9.98	DanielEFFIONG	1993	M
rasos100	9.98	PercivalSPENCER	1997	M
rasos100	9.98	LeonardMYLESMILLS	1999	M
rasos100	9.98	JasonGARDENER	1999	M
rasos100	9.98	CobyMILLER	2000	M
rasos100	9.98	GabrielMVUMVURE	2013	M
rasos100	9.98	CharlesSILMON	2013	M
rasos100	9.98	SimonMAGAKWE	2014	M
rasos100	9.98	OdeanSKEEN	2017	M
rasos100	9.98	YoshihideKIRYU	2017	M
rasos100	9.98	AndreEWERS	2018	M
rasos100	9.98	EnochADEGOKE	2021	M
rasos100	9.99	BrianLEWIS	2002	M
rasos100	9.99	MickeyGRIMES	2003	M
rasos100	9.99	AzizZAKARI	2005	M
rasos100	9.99	DarrelBROWN	2005	M
rasos100	9.99	RonaldPOGNON	2005	M
rasos100	9.99	MarcusBRUNSON	2006	M
rasos100	9.99	SamuelFRANCIS	2007	M
rasos100	9.99	MarkJELKS	2008	M
rasos100	9.99	LeroneCLARKE	2009	M
rasos100	9.99	JaysumaSAIDYNDURE	2011	M
rasos100	9.99	BryceROBINSON	2015	M
rasos100	9.99	BeejayLEE	2015	M
rasos100	9.99	OmarMCLEOD	2016	M
rasos100	9.99	RondelSORRILLO	2016	M
rasos100	9.99	NethaneelMITCHELLBLAKE	2017	M
rasos100	9.99	KendalWILLIAMS	2018	M
rasos100	9.99	FilippoTORTU	2018	M
rasos100	10	MarianWORONIN	1984	M
rasos100	10	ChidiIMOH	1986	M
rasos100	10	RobsonDASILVA	1988	M
rasos100	10	KojiITO	1998	M
rasos100	10	EricNKANSAH	1999	M
rasos100	10	DwightTHOMAS	2005	M
rasos100	10	ChrisJOHNSON	2008	M
rasos100	10	XavierCARTER	2008	M
rasos100	10	TrindonHOLLIDAY	2009	M
rasos100	10	RaeMonzavousEDWARDS	2010	M
rasos100	10	MauriceMITCHELL	2011	M
rasos100	10	PeimengZHANG	2013	M
rasos100	10	TrentavisFRIDAY	2014	M
rasos100	10	JohnTEETERS	2016	M
rasos100	10	YunierPÉREZ	2017	M
rasos100	10	CejhaeGREENE	2018	M
rasos100	10	TosinOGUNODE	2018	M
rasos100	10.01	PietroMENNEA	1979	M
rasos100	10.01	BodeOSAGIOBARE	1994	M
rasos100	10.01	JeffLAYNES	1996	M
rasos100	10.01	JasonSMOOTS	2006	M
rasos100	10.01	JeffDEMPS	2008	M
rasos100	10.01	JacobyFORD	2009	M
rasos100	10.01	AntoineADAMS	2013	M
rasos100	10.01	JasonROGERS	2013	M
rasos100	10.01	SeanMCLEAN	2015	M
rasos100	10.01	WilfriedKOFFIHUA	2016	M
rasos100	10.01	RichardKILTY	2016	M
rasos100	10.01	JulianREUS	2016	M
rasos100	10.01	GavinSMELLIE	2018	M
rasos100	10.01	AlonsoEDWARD	2018	M
rasos100	10.01	EmileERASMUS	2018	M
rasos100	10.01	ShuheiTADA	2021	M
rasos100	10.01	RohanBROWNING	2021	M
rasos100	10.02	CharlieGREENE	1968	M
rasos100	10.02	JamesSANFORD	1980	M
rasos100	10.02	RonaldDESRUELLES	1985	M
rasos100	10.02	DanielSANGOUMA	1990	M
rasos100	10.02	JeffWILLIAMS	1996	M
rasos100	10.02	MichaelGREEN	1997	M
rasos100	10.02	NobuharuASAHARA	2001	M
rasos100	10.02	ClementCAMPBELL	2007	M
rasos100	10.02	LeroyDIXON	2008	M
rasos100	10.02	AndrewRILEY	2012	M
rasos100	10.02	RamonGITTENS	2013	M
rasos100	10.02	WarrenWEIR	2013	M
rasos100	10.02	JevaughnMINZIE	2016	M
rasos100	10.02	PauloAndréCAMILODEOLIVEIRA	2018	M
rasos100	10.02	BenjaminAZAMATI	2021	M
rasos100	10.03	StanleyFLOYD	1982	M
rasos100	10.03	JoeDELOACH	1988	M
rasos100	10.03	MattSHIRVINGTON	1998	M
rasos100	10.03	NicolasMACROZONARIS	2003	M
rasos100	10.03	ShingoSUETSUGU	2003	M
rasos100	10.03	SimeonWILLIAMSON	2008	M
rasos100	10.03	AaronARMSTRONG	2009	M
rasos100	10.03	AndrewHINDS	2009	M
rasos100	10.03	MarcusROWLAND	2009	M
rasos100	10.03	JMeeSAMUELS	2010	M
rasos100	10.03	GeraldPHIRI	2014	M
rasos100	10.03	JasonLIVERMORE	2016	M
rasos100	10.03	JarrionLAWSON	2017	M
rasos100	10.03	AbdullahAbkarMOHAMMED	2018	M
rasos100	10.03	HassanTAFTIAN	2018	M
rasos100	10.03	MarioBURKE	2018	M
rasos100	10.03	RaiBENJAMIN	2020	M
rasos100	10.03	AsukaCAMBRIDGE	2020	M
rasos100	10.04	LennoxMILLER	1968	M
rasos100	10.04	MarkWHITERSPOON	1987	M
rasos100	10.04	EmmitKING	1988	M
rasos100	10.04	InnocentASONZE	1997	M
rasos100	10.04	KennyBROKENBURR	1997	M
rasos100	10.04	JonathanCARTER	1998	M
rasos100	10.04	DarrenCAMPBELL	1998	M
rasos100	10.04	TerrenceTRAMMELL	2000	M
rasos100	10.04	MarkLEWISFRANCIS	2002	M
rasos100	10.04	PrestonPERRY	2008	M
rasos100	10.04	D'AngeloCHERRY	2009	M
rasos100	10.04	CalesioNEWMAN	2015	M
rasos100	10.04	KolbyLISTENBEE	2015	M
rasos100	10.04	JamesELLINGTON	2016	M
rasos100	10.04	OjieEDOBURUN	2018	M
rasos100	10.04	NigelELLIS	2021	M
rasos100	10.04	ShaunPHATUTSHEDZOMASWANGANYI	2021	M
rasos100	10.04	ObliqueSEVILLE	2021	M
rasos100	10.04	ElijahHALL-THOMPSON	2021	M
rasos100	10.04	MouhamadouFALL	2021	M
rasos100	10.05	SteveRIDDICK	1975	M
rasos100	10.05	HarveyGLANCE	1985	M
rasos100	10.05	OsmondEZINWA	1996	M
rasos100	10.05	GregSADDLER	2000	M
rasos100	10.05	KaaronCONWRIGHT	2000	M
rasos100	10.05	ChristopherWILLIAMS	2000	M
rasos100	10.05	EmmanuelCALLENDER	2009	M
rasos100	10.05	TevinHESTER	2015	M
rasos100	10.05	MarkeshWOODSON	2016	M
rasos100	10.05	JustinWALKER	2016	M
rasos100	10.05	AbdulHakimSANIBROWN	2017	M
rasos100	10.05	DavidLIMA	2017	M
rasos100	10.05	DavonteBURNETT	2021	M
rasos100	10.05	TerranceLAIRD	2021	M
rasos100	10.05	MarkODHIAMBO	2021	M
rasos100	10.06	HaselyCRAWFORD	1976	M
rasos100	10.06	RonBROWN	1983	M
rasos100	10.06	LeandroPENALVER	1983	M
rasos100	10.06	FrankEMMELMANN	1985	M
rasos100	10.06	AndresSIMÓN	1987	M
rasos100	10.06	JohanROSSOUW	1988	M
rasos100	10.06	PatrickWILLIAMS	1990	M
rasos100	10.06	RodneyLEWIS	1994	M
rasos100	10.06	TerryBOWEN	1995	M
rasos100	10.06	SundayEMMANUEL	1997	M
rasos100	10.06	AndréDomingosDASILVA	1999	M
rasos100	10.06	TonyMCCALL	2000	M
rasos100	10.06	MarlonDEVONISH	2007	M
rasos100	10.06	TyroneEDGAR	2008	M
rasos100	10.06	MartialMBANDJOCK	2008	M
rasos100	10.06	DwightPHILLIPS	2009	M
rasos100	10.06	SimoneCOLLIO	2009	M
rasos100	10.06	SamEFFAH	2010	M
rasos100	10.06	DexterLEE	2011	M
rasos100	10.06	EgweroOGHOOGHENE	2011	M
rasos100	10.06	JasonYOUNG	2012	M
rasos100	10.06	LeviAsherCADOGAN	2015	M
rasos100	10.06	BrunoHORTELANOROIG	2016	M
rasos100	10.06	BrandonCARNES	2017	M
rasos100	10.06	RoscoeENGEL	2018	M
rasos100	10.06	SydneySIAME	2018	M
rasos100	10.06	ChenGUANFENG	2021	M
rasos100	10.06	JeromeBLAKE	2021	M
rasos100	10.07	ValeriyBORZOV	1972	M
rasos100	10.07	DonQUARRIE	1976	M
rasos100	10.07	ClancyEDWARDS	1978	M
rasos100	10.07	EddieHART	1978	M
rasos100	10.07	SteveWILLIAMS	1978	M
rasos100	10.07	MikeROBERSON	1979	M
rasos100	10.07	LeeMCRAE	1987	M
rasos100	10.07	BrianCOOPER	1988	M
rasos100	10.07	EmmanuelTUFFOUR	1994	M
rasos100	10.07	DonovanPOWELL	1995	M
rasos100	10.07	AlvisWHITTED	1996	M
rasos100	10.07	JeanOlivierZIRIGNON	1997	M
rasos100	10.07	LindelFRATER	2000	M
rasos100	10.07	CurtisJOHNSON	2000	M
rasos100	10.07	DaBryanBLANTON	2003	M
rasos100	10.07	MardySCALES	2004	M
rasos100	10.07	TamunosikiATORUDIBO	2004	M
rasos100	10.07	CarlosMOORE	2006	M
rasos100	10.07	JulienDUNKLEY	2008	M
rasos100	10.07	MasashiERIGUCHI	2009	M
rasos100	10.07	MartinKELLER	2013	M
rasos100	10.07	LucasJAKUBCZYK	2014	M
rasos100	10.07	RemontayMCCLAIN	2015	M
rasos100	10.07	SheldonMITCHELL	2015	M
rasos100	10.07	KenzoCOTTON	2016	M
rasos100	10.07	MarquezeWASHINGTON	2017	M
rasos100	10.07	MichaelCAMPBELL	2017	M
rasos100	10.07	KukyoungKIM	2017	M
rasos100	10.07	McKinleyWEST	2018	M
rasos100	10.07	AmauryGOLITIN	2018	M
rasos100	10.08	DarrellGREEN	1983	M
rasos100	10.08	TerrySCOTT	1985	M
rasos100	10.08	LorenzoDANIEL	1986	M
rasos100	10.08	VitaliySAVIN	1992	M
rasos100	10.08	BrianBRIDGEWATER	1993	M
rasos100	10.08	MarkMCKOY	1993	M
rasos100	10.08	GeirMOEN	1996	M
rasos100	10.08	CarloBOCCARINI	1998	M
rasos100	10.08	MatthewQUINN	1999	M
rasos100	10.08	RolandNÉMETH	1999	M
rasos100	10.08	SherwinVRIES	2003	M
rasos100	10.08	JoshuaROSS	2007	M
rasos100	10.08	EvanderWELLS	2008	M
rasos100	10.08	JeremyHALL	2009	M
rasos100	10.08	HarryAIKINESARYEETEY	2013	M
rasos100	10.08	DesmondLAWRENCE	2016	M
rasos100	10.08	EvertonCLARKE	2016	M
rasos100	10.08	ShotaIIZUKA	2017	M
rasos100	10.08	AskaCAMBRIDGE	2017	M
rasos100	10.08	EmreZaferBARNES	2018	M
rasos100	10.08	JavoyTUCKER	2018	M
rasos100	10.08	JorgeHenriqueDACOSTAVIDES	2018	M
rasos100	10.08	JavonteHARDING	2021	M
rasos100	10.08	LanceLANG	2021	M
rasos100	10.08	ChrisROYSTER	2021	M
rasos100	10.08	DenizALMAS	2020	M
rasos100	10.09	SamGRADDY	1984	M
rasos100	10.09	AntoineRICHARD	1986	M
rasos100	10.09	MaxMORINIÉRE	1987	M
rasos100	10.09	AttilaKOVÁCS	1987	M
rasos100	10.09	LeeMCNEILL	1988	M
rasos100	10.09	HenryNEAL	1992	M
rasos100	10.09	JasonLIVINGSTON	1992	M
rasos100	10.09	IvanGARCÍA	1993	M
rasos100	10.09	MichaelJOHNSON	1994	M
rasos100	10.09	SergiyOSOVICH	1996	M
rasos100	10.09	GeraldWILLIAMS	1999	M
rasos100	10.09	LlewellynBREDWOOD	2000	M
rasos100	10.09	ErickLWILSON	2003	M
rasos100	10.09	ChristieVANWYK	2004	M
rasos100	10.09	JoshuaNORMAN	2004	M
rasos100	10.09	KoreyCOOK	2006	M
rasos100	10.09	NaokiTSUKAHARA	2009	M
rasos100	10.09	BrendanCHRISTIAN	2009	M
rasos100	10.09	PatoBANGURAGIBRILLA	2009	M
rasos100	10.09	AzizOUHADI	2011	M
rasos100	10.09	KeenanBROCK	2012	M
rasos100	10.09	JustynWARNER	2012	M
rasos100	10.09	AlexQUIÑÓNEZ	2013	M
rasos100	10.09	KeiTAKASE	2015	M
rasos100	10.09	DarrylHARAWAY	2018	M
rasos100	10.09	AnthonySCHWARTZ	2018	M
rasos100	10.09	AleixoPlatiniMENGA	2018	M
rasos100	10.09	NoltonSHELVIN	2021	M
rasos100	10.09	IsmaelKONE	2021	M
rasos100	10.09	JaylenSLADE	2021	M
rasos100	10.1	HermesRAMÍREZ	1968	M
rasos100	10.1	HansJürgenBOMBACH	1973	M
rasos100	10.1	WillieGAULT	1982	M
rasos100	10.1	DarwinCOOK	1985	M
rasos100	10.1	NikolayYUSHMANOV	1986	M
rasos100	10.1	ThomasSCHRÖDER	1986	M
rasos100	10.1	StanleyKERR	1986	M
rasos100	10.1	FloydHEARD	1991	M
rasos100	10.1	AnthonyJONES	1994	M
rasos100	10.1	GlenroyGILBERT	1994	M
rasos100	10.1	OusmaneDIARRA	1996	M
rasos100	10.1	ElstonCAWLEY	1996	M
rasos100	10.1	RobertESMIE	1997	M
rasos100	10.1	SebastianKEITEL	1998	M
rasos100	10.1	BradMCCUAIG	1998	M
rasos100	10.1	O'BrianGIBBONS	1998	M
rasos100	10.1	FreddyMAYOLA	1999	M
rasos100	10.1	JaceyHARPER	2005	M
rasos100	10.1	AndreyYEPISHIN	2006	M
rasos100	10.1	DemiOMOLE	2007	M
rasos100	10.1	AhmadRASHAD	2009	M
rasos100	10.1	RamoneMCKENZIE	2012	M
rasos100	10.1	AnasoJOBODWANA	2013	M
rasos100	10.1	AndrewROBERTSON	2014	M
rasos100	10.1	ShavezHART	2015	M
rasos100	10.1	RasheedDWYER	2016	M
rasos100	10.1	SerhiySMELYK	2016	M
rasos100	10.1	TraeWILLIAMS	2018	M
rasos100	10.1	ClarenceMUNYAI	2018	M
rasos100	10.1	EjowvokogheneODUDURU	2018	M
rasos100	10.1	RaheemCHAMBERS	2018	M
rasos100	10.1	WaseemWILLIAMS	2018	M
rasos100	10.1	ElijahHALLTHOMPSON	2018	M
rasos100	10.1	DerickDESOUZASILVA	2018	M
rasos100	10.11	RogerBAMBUCK	1968	M
rasos100	10.11	RobertWOODS	1977	M
rasos100	10.11	CurtisDICKEY	1978	M
rasos100	10.11	OsvaldoLARA	1978	M
rasos100	10.11	DonCOLEMAN	1978	M
rasos100	10.11	AllanWELLS	1980	M
rasos100	10.11	JeffPHILLIPS	1981	M
rasos100	10.11	MikeMILLER	1982	M
rasos100	10.11	KirkBAPTISTE	1985	M
rasos100	10.11	ViktorBRYZGIN	1986	M
rasos100	10.11	VadimDAVYDOV	1987	M
rasos100	10.11	TshakileNZIMANDE	1988	M
rasos100	10.11	AlbertROBINSON	1988	M
rasos100	10.11	DesaiWILLIAMS	1988	M
rasos100	10.11	SvenMATTHES	1989	M
rasos100	10.11	AugustineNKETIA	1994	M
rasos100	10.11	YiannisZISIMIDES	1996	M
