event	time	athlete	year	gender
rasos100	11.29	ZhenxiaHU	1997	F
rasos100	11.29	MarthaADUSEI	1998	F
rasos100	11.29	TaniaVANHEER	1998	F
rasos100	11.29	LaurenHEWITT	1999	F
rasos100	11.29	PassionRICHARDSON	2000	F
rasos100	11.29	ZuzannaRADECKAPAKASZEWSKA	2000	F
rasos100	11.29	ToyinOLUPONA	2008	F
rasos100	11.29	CourtneyPATTERSON	2009	F
rasos100	11.29	MareciaPEMBERTON	2010	F
rasos100	11.29	JasmineBALDWINFOSS	2011	F
rasos100	11.29	ChristinaMANNING	2011	F
rasos100	11.29	YasminKWADWO	2011	F
rasos100	11.29	CleoVANBUREN	2012	F
rasos100	11.29	YekaterinaKUZINA	2013	F
rasos100	11.29	MahagonyJONES	2014	F
rasos100	11.29	QiqiYUAN	2016	F
rasos100	11.29	ToeaWISIL	2016	F
rasos100	11.29	ShavineHODGES	2017	F
rasos100	11.29	LaraMATHEIS	2017	F
rasos100	11.29	JenniferMONTAG	2017	F
rasos100	11.29	KasheikaCAMERON	2018	F
rasos100	11.29	LaurenRainWILLIAMS	2018	F
rasos100	11.29	LisaMarieKWAYIE	2018	F
rasos100	11.29	CaitlandSMITH	2018	F
rasos100	11.29	AlfredaSTEELE	2018	F
rasos100	11.29	SindijaBUKŠA	2018	F
rasos100	11.29	MarijeVANHUNENSTIJN	2018	F
rasos100	11.3	MargaretBAILES	1968	F
rasos100	11.3	IonelaTIRLEAMANOLACHE	1999	F
rasos100	11.3	TonyaCARTER	2000	F
rasos100	11.3	WangpingQIN	2000	F
rasos100	11.3	EsiBENYARKU	2000	F
rasos100	11.3	NatalyaSOLOGUB	2005	F
rasos100	11.3	FrancineSIMPSON	2006	F
rasos100	11.3	BrooklynnMORRIS	2006	F
rasos100	11.3	SusannaKALLUR	2006	F
rasos100	11.3	ShatayaHENDRICKS	2007	F
rasos100	11.3	YelenaBOLSUN	2007	F
rasos100	11.3	CrystalATTENBOROUGH	2007	F
rasos100	11.3	SantanaLOWERY	2008	F
rasos100	11.3	LinaJACQUESSEBASTIEN	2008	F
rasos100	11.3	DominiqueDUNCAN	2012	F
rasos100	11.3	ElfgardSCHITTENHELM	1972	F
rasos100	11.3	DollyFLEETWOOD	1980	F
rasos100	11.3	LisaHOPKINS	1980	F
rasos100	11.3	UlrikeSOMMER	1981	F
rasos100	11.3	OlgaKOROTKOVA	1982	F
rasos100	11.3	BrendaCLIETTE	1983	F
rasos100	11.3	PepaPAVLOVA	1986	F
rasos100	11.3	HeikeMORGENSTERN	1986	F
rasos100	11.3	YelenaKELCHEVSKAYA	1987	F
rasos100	11.3	OlenaNASONKINA	1989	F
rasos100	11.3	DanaCOLLINS	1993	F
rasos100	11.3	YelenaDUBTSOVA	1994	F
rasos100	11.3	DelphineCOMBE	1995	F
rasos100	11.3	ViktoriyaTOKONBAYEVA	1995	F
rasos100	11.3	MarlieseSTEYN	1996	F
rasos100	11.3	MonikaGACHEVSKA	1996	F
rasos100	11.3	CleideAMARAL	1997	F
rasos100	11.3	MariaTSONI	1997	F
rasos100	11.3	LucréciaJARDIM	1997	F
rasos100	11.3	BenitaKELLEY	1998	F
rasos100	11.3	DarshayDAVIS	2012	F
rasos100	11.3	CathleenTSCHIRCH	2012	F
rasos100	11.3	YuliyaCHERMOSHANSKAYA	2012	F
rasos100	11.3	ViktoriyaKASHEYEVA	2012	F
rasos100	11.3	HannaMaariLATVALA	2014	F
rasos100	11.3	AnnaLenaFREESE	2015	F
rasos100	11.3	AndreaIVANCEVIC	2015	F
rasos100	11.3	ArialisJosefaGANDULLA	2016	F
rasos100	11.3	AudreySEGREE	2016	F
rasos100	11.3	KateHALL	2017	F
rasos100	11.3	EstelaGARCÍA	2018	F
rasos100	11.3	EdidiongOfinomeODIONG	2018	F
rasos100	11.31	PamJILES	1976	F
rasos100	11.31	WendyHOYTE	1982	F
rasos100	11.31	ShirleyTHOMAS	1983	F
rasos100	11.31	EsmeraldaFREITASGARCIA	1983	F
rasos100	11.31	TatánaKOCEMBOVÁ	1983	F
rasos100	11.31	KathreneWALLACE	1984	F
rasos100	11.31	UteTHIMM	1985	F
rasos100	11.31	CorneliaOSCHKENAT	1986	F
rasos100	11.31	SimmoneKimJACOBS	1988	F
rasos100	11.31	AmparoCAICEDO	1990	F
rasos100	11.31	DyanWEBBER	1992	F
rasos100	11.31	DedraDAVIS	1994	F
rasos100	11.31	SannaKYLLÖNEN	1995	F
rasos100	11.31	AngieVAUGHN	1998	F
rasos100	11.31	AmyFabéDIA	1998	F
rasos100	11.31	HeideSEYERLINGQUINN	2000	F
rasos100	11.31	AngelaWHITEMANUEL	2000	F
rasos100	11.31	ViktoriyaKOVYREVA	2000	F
rasos100	11.31	MonicaTWUM	2001	F
rasos100	11.31	EfrosyniPATSOU	2001	F
rasos100	11.31	RoxanaDÍAZ	2002	F
rasos100	11.31	AndreeaOGRAZEANU	2014	F
rasos100	11.31	YekaterinaRENZHINA	2015	F
rasos100	11.31	KimberlyHYACINTHE	2015	F
rasos100	11.31	NiginaSHARIPOVA	2016	F
rasos100	11.31	AnastasiyaGRIGORYEVA	2016	F
rasos100	11.31	RimaKASHAFUTDINOVA	2016	F
rasos100	11.31	TorieROBINSON	2017	F
rasos100	11.31	KayelleCLARKE	2017	F
rasos100	11.31	CassidyWILLIAMSON	2018	F
rasos100	11.31	TobiAMUSAN	2018	F
rasos100	11.31	BrianneBETHEL	2018	F
rasos100	11.31	YekaterinaBUTUSOVA	2009	F
rasos100	11.31	NickeshaWILLIAMS	2011	F
rasos100	11.31	HayleyMILLSJONES	2013	F
rasos100	11.31	JessicaONYEPUNUKA	2003	F
rasos100	11.31	IrinaSHTANHYEYEVA	2005	F
rasos100	11.31	RosemarMariaCOELHONETO	2006	F
rasos100	11.31	SashaSPRINGERJONES	2007	F
rasos100	11.31	AlimatISMAILA	2008	F
rasos100	11.31	LaDedraGUY	2008	F
rasos100	11.31	YunisleydisDELACGARCÍA	2018	F
rasos100	11.32	SylvianeTELLIEZ	1976	F
rasos100	11.32	RoseALLWOOD	1976	F
rasos100	11.32	KarenHAWKINS	1979	F
rasos100	11.32	DorisZANKE	1980	F
rasos100	11.32	BirgitRABE	1980	F
rasos100	11.32	SherylPERNELL	1982	F
rasos100	11.32	JoanBAPTISTE	1983	F
rasos100	11.32	EvaMURKOVÁ	1987	F
rasos100	11.32	GaihuaZHANG	1988	F
rasos100	11.32	PatriciaBILLE	1989	F
rasos100	11.32	YelenaMIZERA	1990	F
rasos100	11.32	LaloaRAVAONIRINA	1991	F
rasos100	11.32	OlgaDUDNIK	1992	F
rasos100	11.32	MichelleSEYMOUR	1993	F
rasos100	11.32	VonettaJEFFERY	1995	F
rasos100	11.32	HanitriniainaRAKOTONDRABE	1996	F
rasos100	11.32	ThereseOLOFSSON	1996	F
rasos100	11.32	TinishaJACKSON	1997	F
rasos100	11.32	ChristineBLOOMFIELD	1999	F
rasos100	11.32	ShaniANDERSON	2002	F
rasos100	11.32	SvetlanaPOSPELOVA	2005	F
rasos100	11.32	MomokoTAKAHASHI	2009	F
rasos100	11.32	ErikaRIVERA	2010	F
rasos100	11.32	EnduranceABINUWA	2011	F
rasos100	11.32	KaterinaCECHOVÁ	2012	F
rasos100	11.32	EmilyBLOK	2013	F
rasos100	11.32	NadinePALMER	2013	F
rasos100	11.32	TiffaniMCREYNOLDS	2014	F
rasos100	11.32	GabrielleFARQUHARSON	2016	F
rasos100	11.32	RushelleBURTON	2018	F
rasos100	11.32	JodeanWILLIAMS	2018	F
rasos100	11.32	LorraineUGEN	2018	F
rasos100	11.33	DianneBURGE	1968	F
rasos100	11.33	SupavadeeKHAWPEAG	2001	F
rasos100	11.33	MariliaGREGORIOU	2004	F
rasos100	11.33	BirgitROCKMEIER	2005	F
rasos100	11.33	AnnegretKRONIGER	1976	F
rasos100	11.33	VeraANISIMOVA	1980	F
rasos100	11.33	JeanetteDÜRING	1986	F
rasos100	11.33	MyraWILKINSON	1992	F
rasos100	11.33	LeiWANG	1993	F
rasos100	11.33	QiHONG	1993	F
rasos100	11.33	StephanieFIELDS	1995	F
rasos100	11.33	NatalyaVOROBYEVA	1996	F
rasos100	11.33	JernejaPERC	1996	F
rasos100	11.33	PatriciaBUVAL	2005	F
rasos100	11.33	AntonetteCARTER	2006	F
rasos100	11.33	ElizabethOLEAR	2006	F
rasos100	11.33	EmilyFREEMAN	2009	F
rasos100	11.33	AgnesOSAZUWA	2010	F
rasos100	11.33	MartaJESCHKE	2011	F
rasos100	11.33	LeenaGÜNTHER	2011	F
rasos100	11.33	CambryaJONES	2012	F
rasos100	11.33	NimetKARAKUS	2012	F
rasos100	11.33	AnaHOLLAND	2013	F
rasos100	11.33	StephanieKALU	2013	F
rasos100	11.33	ShaiAnneDAVIS	2013	F
rasos100	11.33	JosefinaELSLER	2014	F
rasos100	11.33	DiamondGAUSE	2015	F
rasos100	11.33	RushellHARVEY	2016	F
rasos100	11.33	TaylorWASHINGTON	2016	F
rasos100	11.33	RicardaLOBE	2016	F
rasos100	11.33	MelaniseCHAPMAN	2017	F
rasos100	11.33	KeshiaBeverlyKWADWO	2017	F
rasos100	11.33	MariaIsabelPÉREZ	2018	F
rasos100	11.34	JadaMARTIN	2015	F
rasos100	11.34	AnnaKIELBASINSKA	2015	F
rasos100	11.34	MajaMIHALINEC	2015	F
rasos100	11.34	GloriaHOOPER	2016	F
rasos100	11.34	MarrisaKURTIMAH	2016	F
rasos100	11.34	AlphonsusANIEKEME	2016	F
rasos100	11.34	KamariaBROWN	2016	F
rasos100	11.34	IndiaBROWN	2017	F
rasos100	11.34	ChelseaFRANCIS	2017	F
rasos100	11.34	ShimayraCrystalWILLIAMS	2017	F
rasos100	11.34	JaneekBROWN	2018	F
rasos100	11.34	JaylaKIRKLAND	2018	F
rasos100	11.34	DaijaLAMPKIN	2018	F
rasos100	11.34	LingweiKONG	2018	F
rasos100	11.34	TatyanaBARASHKO	2000	F
rasos100	11.34	PetaGayeBARRETT	2001	F
rasos100	11.34	MireilleDONDERS	2001	F
rasos100	11.34	AmandaFORRESTER	2002	F
rasos100	11.34	RosemaryOKAFOR	2003	F
rasos100	11.34	MoniqueHENDERSON	2005	F
rasos100	11.34	YuliyaKASHINA	2010	F
rasos100	11.34	NelkyCASABONA	2011	F
rasos100	11.34	MariaBELIMPASAKI	2012	F
rasos100	11.34	AshleyMARSHALL	2013	F
rasos100	11.34	KrystalSPARLING	2014	F
rasos100	11.34	AdaUDAYA	2014	F
rasos100	11.34	AshleySPENCER	2014	F
rasos100	11.34	LéaSPRUNGER	2014	F
rasos100	11.34	EvelyneCynthiaNIAKO	2006	F
rasos100	11.34	MichellePERRY	2007	F
rasos100	11.34	SherickaWILLIAMS	2007	F
rasos100	11.34	AllisonGEORGE	2008	F
rasos100	11.34	LisaSCHORR	2009	F
rasos100	11.34	VuThiHUONG	2009	F
rasos100	11.34	IvankaVALKOVA	1972	F
rasos100	11.34	EvaSURANOVÁ	1976	F
rasos100	11.34	PattyLOVEROCK	1978	F
rasos100	11.34	SharonWARE	1980	F
rasos100	11.34	KerstinWALTHER	1982	F
rasos100	11.34	AngelaPHIPPS	1984	F
rasos100	11.34	LyubovALEKSANDROVA	1986	F
rasos100	11.34	LidiyaYELAGINA	1986	F
rasos100	11.34	VinetaIKAUNIECE	1987	F
rasos100	11.34	KornelijaSINKOVIC	1987	F
rasos100	11.34	ValyaDEMIREVA	1987	F
rasos100	11.34	FrançoiseLEROUXPHILIPPE	1987	F
rasos100	11.34	MarinaVLADIMIROVA	1987	F
rasos100	11.34	EthlynTATE	1988	F
rasos100	11.34	TayamiMARTINEZ	1988	F
rasos100	11.34	AndreaTHOMAS	1988	F
rasos100	11.34	SheSheCRAWFORD	1992	F
rasos100	11.34	KatharineMERRY	1994	F
rasos100	11.34	GabrieleBECKER	1995	F
rasos100	11.34	ErikaSUCHOVSKÁ	1996	F
rasos100	11.34	DonetteBROWN	1997	F
rasos100	11.34	AngelaATEDE	1997	F
rasos100	11.34	TaraPERRY	1998	F
rasos100	11.34	IdailaHECHAVARRÍA	1998	F
rasos100	11.34	JuliaO'NEAL	1999	F
rasos100	11.35	IngridMICKLER	1971	F
rasos100	11.35	SharonDANVILLE	1977	F
rasos100	11.35	EmmaSULTER	1978	F
rasos100	11.35	MarjorieBAILEY	1978	F
rasos100	11.35	IsabelTAYLOR	1978	F
rasos100	11.35	HelenEDWARDS	1979	F
rasos100	11.35	DeniseBOYD	1980	F
rasos100	11.35	UndineBREMER	1982	F
rasos100	11.35	LaShonNEDD	1983	F
rasos100	11.35	CarylSMITH	1987	F
rasos100	11.35	JoannaSMOLAREK	1988	F
rasos100	11.35	ManuelaDERR	1989	F
rasos100	11.35	KarenBOTHA	1991	F
rasos100	11.35	KimWALKER	1991	F
rasos100	11.35	YanlanGU	1993	F
rasos100	11.35	LindaFERGAKHODADIN	1998	F
rasos100	11.35	LouiseAYETOTCHÉ	2000	F
rasos100	11.35	SaDonnaTHORNTON	2000	F
rasos100	11.35	MarciaRICHARDSON	2000	F
rasos100	11.35	YueqinCHEN	2001	F
rasos100	11.35	RosaRAKOTOZAFY	2003	F
rasos100	11.35	DignaMURILLO	2003	F
rasos100	11.35	EdemPatientENEM	2003	F
rasos100	11.35	JoanVANDENAKKER	2004	F
rasos100	11.35	YelenaBOBROVSKAYA	2004	F
rasos100	11.35	ChristineOHURUOGU	2008	F
rasos100	11.35	VincenzaCALÍ	2008	F
rasos100	11.35	PiaTAJNIKAR	2008	F
rasos100	11.35	AnnaGEFLIKH	2010	F
rasos100	11.35	DominiqueWARDHOLMES	2011	F
rasos100	11.35	SheilaPAUL	2011	F
rasos100	11.35	GreciaBOLTON	2011	F
rasos100	11.35	DaryaPIZHANKOVA	2011	F
rasos100	11.35	WeronikaWEDLER	2011	F
rasos100	11.35	ArianaWRIGHT	2012	F
rasos100	11.35	TangelaNEAL	2012	F
rasos100	11.35	IreneEKELUND	2013	F
rasos100	11.35	CacheARMBRISTER	2013	F
rasos100	11.35	EvelynCarolinadeOliveiraDOSSANTOS	2013	F
rasos100	11.35	MerlinKJOSEPH	2013	F
rasos100	11.35	KsenijaBALTA	2014	F
rasos100	11.35	ChaniceBONNER	2015	F
rasos100	11.35	SavannahCARSON	2016	F
rasos100	11.35	KendraHARRISON	2016	F
rasos100	11.35	PhumlileSibonakeleNDZINISA	2016	F
rasos100	11.35	InnaWEIT	2016	F
rasos100	11.35	JadeBAILEY	2017	F
rasos100	11.35	JenaeAMBROSE	2017	F
rasos100	11.35	NediamVARGAS	2017	F
rasos100	11.35	PhyllisFRANCIS	2018	F
rasos100	11.35	KynnedyFLANNEL	2018	F
rasos100	11.35	XiaojingLIANG	2018	F
rasos100	11.36	DellaJAMES	1968	F
rasos100	11.36	RaymondeNAIGRE	1979	F
rasos100	11.36	ElzbietaSTACHURSCKAWOZNIAK	1980	F
rasos100	11.36	KathrinBÖHME	1981	F
rasos100	11.36	BenitaFITZGERALDBROWN	1982	F
rasos100	11.36	MicheleGLOVER	1984	F
rasos100	11.36	IwonaPAKULA	1984	F
rasos100	11.36	SonjaFRIDY	1987	F
rasos100	11.36	OlgaKVAST	1987	F
rasos100	11.36	MarietaILCU	1988	F
rasos100	11.36	AgnieszkaJECHOWSKASIWEK	1988	F
rasos100	11.36	OlgaVORONOVA	1988	F
rasos100	11.36	RitaANGOTZI	1988	F
rasos100	11.36	MaguyNESTORET	1991	F
rasos100	11.36	ValérieJEANCHARLES	1991	F
rasos100	11.36	DanieleMARSHALL	1992	F
rasos100	11.36	CristinaCASTRO	1992	F
rasos100	11.36	SueWALTON	1994	F
rasos100	11.36	OdileSINGA	1995	F
rasos100	11.36	AspenBURKETT	1996	F
rasos100	11.36	MartinaFEUSI	2002	F
rasos100	11.36	WinnetDUBE	2003	F
rasos100	11.36	LaJuanaLOVETT	2004	F
rasos100	11.36	JaniceJOSEPHS	2005	F
rasos100	11.36	AdrianeLAPSLEY	2005	F
rasos100	11.36	PavlínaVOSTATKOVÁ	1997	F
rasos100	11.36	XiaoyingXIONG	1997	F
rasos100	11.36	ChunyingZHANG	1997	F
rasos100	11.36	StacianBROWN	1999	F
rasos100	11.36	TamathaJACKSON	1999	F
rasos100	11.36	AleahWILLIAMS	2000	F
rasos100	11.36	LakeeshaWHITE	2000	F
rasos100	11.36	YekaterinaSTANKIYEVICH	2000	F
rasos100	11.36	HidekoNIHEIKIJINAMI	2001	F
rasos100	11.36	LatoniaWILSON	2008	F
rasos100	11.36	TsholofeloSELEMELATHIPE	2009	F
rasos100	11.36	JanikaMARTELL	2009	F
rasos100	11.36	ShareeseWOODS	2010	F
rasos100	11.36	StormyKENDRICK	2010	F
rasos100	11.36	KerriAnnMITCHELL	2012	F
rasos100	11.36	MianaGRIFFITHS	2012	F
rasos100	11.36	KyliePRICE	2013	F
rasos100	11.36	AnnabelleLEWIS	2013	F
rasos100	11.36	ShainaHARRISON	2015	F
rasos100	11.36	AnnaKUKUSHKINA	2015	F
rasos100	11.36	MoeshaDAVIDSON	2016	F
rasos100	11.36	NadineGONSKA	2016	F
rasos100	11.36	JacquelynBALDWIN	2017	F
rasos100	11.36	GinaBASS	2017	F
rasos100	11.36	LaTessaJOHNSON	2018	F
rasos100	11.37	IrinaSHEPETYUK	2004	F
rasos100	11.37	MarinaMAYDANOVAMINDAREVA	2004	F
rasos100	11.37	VukosavaÐAPIC	2005	F
rasos100	11.37	KatjaTENGEL	2006	F
rasos100	11.37	MaeKOIME	2007	F
rasos100	11.37	JosephineONYIA	2007	F
rasos100	11.37	MarinaBABENKO	1984	F
rasos100	11.37	RochelleSTEVENS	1988	F
rasos100	11.37	LisaHORTON	1989	F
rasos100	11.37	EsmieLAWRENCE	1989	F
rasos100	11.37	LarisaDOLMATOVA	1991	F
rasos100	11.37	ViktoriyaFOMENKO	1993	F
rasos100	11.37	KarissaOWENS	1996	F
rasos100	11.37	AndriaKING	1999	F
rasos100	11.37	MoniqueTUBBS	2000	F
rasos100	11.37	NadineFAUSTINPARKER	2000	F
rasos100	11.37	TaniaWOODS	2001	F
rasos100	11.37	GabrielaLALEVA	2008	F
rasos100	11.37	AdriennePOWER	2009	F
rasos100	11.37	EleniARTYMATA	2009	F
rasos100	11.37	GeorginaNEMBHARD	2010	F
rasos100	11.37	ShavonGREAVES	2010	F
rasos100	11.37	JudithRILEY	2011	F
rasos100	11.37	YujiaTAO	2011	F
rasos100	11.37	PhobayKUTUAKOI	2012	F
rasos100	11.37	KandaceTHOMAS	2012	F
rasos100	11.37	TashaALLEN	2012	F
rasos100	11.37	KimberlyARMSTRONG	2013	F
rasos100	11.37	AshleeABRAHAM	2013	F
rasos100	11.37	ChesnaSYKES	2014	F
rasos100	11.37	KamariaDURANT	2014	F
rasos100	11.37	OrnellaLIVINGSTONE	2016	F
rasos100	11.37	AudreyALLOH	2017	F
rasos100	11.37	IgbinosunISOKEN	2018	F
rasos100	11.37	De'ShalynJONES	2018	F
rasos100	11.37	DiamondSPAULDING	2018	F
rasos100	11.37	JessicaBiancaWESSOLLY	2018	F
rasos100	11.38	YordankaYANKOVA	1972	F
rasos100	11.38	RenayeBOWEN	1976	F
rasos100	11.38	KarlaEBERDING	1980	F
rasos100	11.38	JodiANDERSON	1980	F
rasos100	11.38	MarieFranceLOVAL	1981	F
rasos100	11.38	RaisaMAKHOVA	1982	F
rasos100	11.38	GinkaZAGORCHEVA	1983	F
rasos100	11.38	LuisaFERRER	1983	F
rasos100	11.38	LarisaSHLYKOVA	1983	F
rasos100	11.38	ŠtepánkaSOKOLOVÁ	1984	F
rasos100	11.38	YelenaCHERNYAYEVA	2010	F
rasos100	11.38	YomaraHINESTROZA	2011	F
rasos100	11.38	EmilieGAYDU	2011	F
rasos100	11.38	GlobineMAYOVA	2013	F
rasos100	11.38	FannyCHALAS	2013	F
rasos100	11.38	KiaraPORTER	2014	F
rasos100	11.38	BrianaVAUGHN	2014	F
rasos100	11.38	KrasimiraPENCHEVA	1985	F
rasos100	11.38	CaseyCUSTER	1992	F
rasos100	11.38	FlirtishaHARRIS	1993	F
rasos100	11.38	NatalyaMERZLYAKOVA	1994	F
rasos100	11.38	GraceUMELO	1997	F
rasos100	11.38	MichelleBROWN	1997	F
rasos100	11.38	FrancetteFERMELY	1998	F
rasos100	11.38	DikelediMOROPANE	2000	F
rasos100	11.38	DonnaHOWARD	2000	F
rasos100	11.38	PaulineIBEAGHA	2002	F
rasos100	11.38	SharonCRIPPS	2002	F
rasos100	11.38	WandaHUTSON	2004	F
rasos100	11.38	GladysNWUABANI	2006	F
rasos100	11.38	MiladysLAZO	2007	F
rasos100	11.38	AudraCEKANUSKIENÉ	2007	F
rasos100	11.38	NataliyaIVONINSKAYA	2008	F
rasos100	11.38	CherrelleGARRETT	2009	F
rasos100	11.38	LamarraCURRIE	2010	F
rasos100	11.38	AnnaYEGOROVA	2014	F
rasos100	11.38	MyasiaJACOBS	2015	F
rasos100	11.38	EboniCOBY	2016	F
rasos100	11.38	SvetlanaGOLENDOVA	2016	F
rasos100	11.38	AbbySTEINER	2018	F
rasos100	11.38	DianaVAISMAN	2018	F
rasos100	11.39	JasmineEDGERSON	2012	F
rasos100	11.39	JohannaDANOIS	2012	F
rasos100	11.39	CeliangelyMORALES	2014	F
rasos100	11.39	NarayananSARADHA	2014	F
rasos100	11.39	OliviaBORLÉE	2007	F
rasos100	11.39	YuliyaSTEPANOVA	2008	F
rasos100	11.39	Dominique'MALOY	2009	F
rasos100	11.39	SóniaTAVARES	2009	F
rasos100	11.39	ElaineO'NEILL	2010	F
rasos100	11.39	MaryGRANT	2000	F
rasos100	11.39	KhalilahCARPENTER	2000	F
rasos100	11.39	KatchiHABEL	2000	F
rasos100	11.39	KinshasaDAVIS	2001	F
rasos100	11.39	ChineduODOZOR	2002	F
rasos100	11.39	MotokaARAI	2004	F
rasos100	11.39	KaoriSAKAGAMIYOSHIDA	2004	F
rasos100	11.39	IrinaKOZHEMYAKINA	2004	F
rasos100	11.39	OlgaKUZEKMAYEVA	2004	F
rasos100	11.39	FabienneBERETMARTINEL	2004	F
rasos100	11.39	NanaNIU	2004	F
rasos100	11.39	MagdalenaKHRISTOVA	2005	F
rasos100	11.39	YekaterinaKONDRATYEVA	2006	F
rasos100	11.39	ValeriePEAT	1968	F
rasos100	11.39	DebbieWELLS	1984	F
rasos100	11.39	KerryAnnRICHARDS	1996	F
rasos100	11.39	DawnyellLINDER	1998	F
rasos100	11.39	FannyAPPESEKANGA	2014	F
rasos100	11.39	AlexisBROWNER	2015	F
rasos100	11.39	MarinaPANTELEYEVA	2015	F
rasos100	11.39	CindyOFILI	2015	F
rasos100	11.39	DominiqueBOOKER	2015	F
rasos100	11.39	HannahBRIER	2015	F
rasos100	11.39	KhadijaSULEMAN	2016	F
rasos100	11.39	LydiaJELE	2017	F
rasos100	11.39	CorinneHUMPHREYS	2017	F
rasos100	11.39	GrigoriaEmmanuelaKERAMIDA	2017	F
rasos100	11.39	AnnaBONGIORNI	2017	F
rasos100	11.39	MichaeHARRIOT	2018	F
rasos100	11.39	SavannahROBERSON	2018	F
rasos100	11.39	AdrianaRODRÍGUEZ	2018	F
rasos100	11.39	MarileidyPAULINO	2018	F
rasos100	11.4	IrenePIOTROWSKI	1968	F
rasos100	11.4	RenateMEISSNERSTECHER	1971	F
rasos100	11.4	YuliyaVERTYANOVA	1997	F
rasos100	11.4	ErinHEWITT	1998	F
rasos100	11.4	CharityOPARA	1999	F
rasos100	11.4	DonicaMERRIMAN	1999	F
rasos100	11.4	MieshaMCKELVYJONES	2000	F
rasos100	11.4	RichelleWEBB	2000	F
rasos100	11.4	AtiaWEEKES	2000	F
rasos100	11.4	SaraswatiDEYSAHA	2000	F
rasos100	11.4	LaQuintaMANAHAN	2001	F
rasos100	11.4	VernichaJAMES	2002	F
rasos100	11.4	BeataSZKUDLARZ	2002	F
rasos100	11.4	NancyCALLAERTS	2002	F
rasos100	11.4	LucianaALVESDOSSANTOS	2004	F
rasos100	11.4	MelanieKLEEBERG	2004	F
rasos100	11.4	MaryannERIGHA	2005	F
rasos100	11.4	ElodieOUÉDRAOGO	2005	F
rasos100	11.4	RoseMarieWHYTEROBINSON	2006	F
rasos100	11.4	AkeylaMITCHELL	2015	F
rasos100	11.4	MackenzieFLANNIGAN	2015	F
rasos100	11.4	VanusaHenriqueDOSSANTOS	2015	F
rasos100	11.4	KimoneSHAW	2016	F
rasos100	11.4	YuliaRAKHMANOVA	2016	F
rasos100	11.4	SabrinaMOORE	2017	F
rasos100	11.4	BrittneyREESE	2017	F
rasos100	11.4	DianaJOHNSON	2017	F
rasos100	11.4	JosephineAdaOMAKA	2010	F
rasos100	11.4	PetriceRICHARDS	2010	F
rasos100	11.4	KristyWHYTE	2010	F
rasos100	11.4	EkaterinaSHUMAK	2010	F
rasos100	11.4	AmberPLOWDEN	2010	F
rasos100	11.4	AilisMCSWEENEY	2010	F
rasos100	11.4	YekaterinaFILATOVA	2011	F
rasos100	11.4	TaylorEVANS	2012	F
rasos100	11.4	GretterGUILLÉN	2013	F
rasos100	11.4	NakiaLINSON	2014	F
rasos100	11.4	AmyFOSTER	2014	F
rasos100	11.4	TiannaVALENTINE	2014	F
rasos100	11.4	AnyiMENDOZA	2006	F
rasos100	11.4	PatricePOTTS	2007	F
rasos100	11.4	JeniceDALEY	2007	F
rasos100	11.4	YolandaGOFF	2007	F
rasos100	11.4	CristinaLARA	2017	F
rasos100	11.4	VictoriaWOODWARD	2018	F
rasos100	11.4	ShannonRAY	2018	F
rasos100	11.41	MiguelinaCOBIÁN	1968	F
rasos100	11.41	AliceANNUM	1972	F
rasos100	11.41	LeaALAERTS	1977	F
rasos100	11.41	EusebiaRIQUELME	1987	F
rasos100	11.41	IngvildLARSEN	1995	F
rasos100	11.41	SašaPROKOFJEV	2003	F
rasos100	11.41	JoannaHAYES	2004	F
rasos100	11.41	FeliciaFANT	2004	F
rasos100	11.41	EnikoSZABÓ	2004	F
rasos100	11.41	HannaMARIEN	2006	F
rasos100	11.41	AnneChristinaHAACK	2011	F
rasos100	11.41	AminahHADDAD	1999	F
rasos100	11.41	YuliyaSKOTNIKOVA	1999	F
rasos100	11.41	HeatherSUMPTER	2000	F
rasos100	11.41	JessicaTORRES	2000	F
rasos100	11.41	TiffanyGREEN	2002	F
rasos100	11.41	AnastasiaLEROY	2007	F
rasos100	11.41	PetaGayeGAYLE	2007	F
rasos100	11.41	KadiatouCAMARA	2008	F
rasos100	11.41	AnnaBOGDANOVYCH	2008	F
rasos100	11.41	KadiAnnTHOMAS	2008	F
rasos100	11.41	NandelleCAMERON	2009	F
rasos100	11.41	AlleandraWATT	2013	F
rasos100	11.41	NatalyaKULIKOVA	2014	F
rasos100	11.41	Natal?yaSTROHOVA	2014	F
rasos100	11.41	JessicaPAOLETTA	2015	F
rasos100	11.41	AnekaBRISSETT	2017	F
rasos100	11.41	KarolinaZAGAJEWSKA	2017	F
rasos100	11.41	LisaNIPPGEN	2017	F
rasos100	11.41	TamzinTHOMAS	2018	F
rasos100	11.41	EurickaHARDY	2018	F
rasos100	11.41	PaulaSEVILLA	2018	F
rasos100	11.42	DortheRASMUSSEN	1983	F
rasos100	11.42	LilianeGASCHET	1984	F
rasos100	11.42	ElishaBREWER	1999	F
rasos100	11.42	YuliyaKAMENSKAYA	1999	F
